;Unnamed: 0;brand;name;spec_rating;processor;CPU;Ram;Ram_type;ROM;ROM_type;GPU;display_size;resolution_width;resolution_height;price;OS;warranty
712;794;MSI;Pulse 17 B13VGK-652IN Gaming Laptop;83;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4070;17,3;1920;1080;179990;Windows 11 OS;b
713;795;MSI;Pulse 17 B13VGK-666IN Gaming Laptop;76;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;8GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;17,3;2560;1440;125990;Windows 11 OS;b
714;797;HP;Victus  15-fa1060TX  Gaming Laptop;71;13th Gen Intel Core i5 13500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;116463;Windows 11 OS;a
715;798;HP;Victus 15-fa1064TX Gaming Laptop;72;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;109990;Windows 11 OS;a
716;799;HP;Omen 16-wf0052TX Gaming Laptop;75;13th Gen Intel Core i5 13500HX;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;16,1;1920;1080;153625;Windows 11 OS;a
717;800;HP;Omen 16-u0023TX Gaming Laptop;86;13th Gen Intel Core i9 13900HX;24 Cores (8P + 16E), 32 Threads;32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4070;16,1;2560;1600;270129;Windows 11 OS;a
718;801;Gigabyte;Aorus 15 9SF Gaming Laptop;83;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4070;15,6;2560;1440;149990;Windows 11  OS;b
719;802;Lenovo;IdeaPad Slim 5 82XE004RIN Laptop;64;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Integrated SoC;14;1920;1200;58990;Windows 11 OS;a
720;803;HP;Envy x360 13-bf0141tu Laptop;67;12th Gen Intel Core i7 1250U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4X;512GB;SSD;Intel Integrated Iris Xe;13,3;2880;1800;107190;Windows 11 OS;a
721;804;Chuwi;CoreBook X Pro Laptop;69;10th Gen Intel Core i5 10210U;Quad Core, 8 Threads;16GB;LPDDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;32999;Windows 11 OS;a
723;806;HP;Omen 16-wd0770TX Gaming Laptop;72;13th Gen Intel Core i5 13420H;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;16,1;1920;1080;102090;Windows 11 OS;a
724;807;HP;Dragonfly G4 Laptop;71;13th Gen Intel Core i7 1365U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;13,5;1920;1280;231746;Windows 11 OS;a
725;808;Asus;Vivobook 16X 2023 K3605ZC-MBN741WS Laptop;72;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;16;1920;1200;81990;Windows 11 OS;a
726;809;Dell;Inspiron 3520 IN3520KTMFJ001ORS1 Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;36890;Windows 11 OS;a
727;811;Lenovo;LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop;71;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;87990;Windows 11 OS;a
728;812;HP;Pavilion x360 14-ek1074TU Laptop;67;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;14;1920;1080;77990;Windows 11 OS;a
729;813;Gigabyte;Aorus 15 9KF Gaming Laptop;80;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;8GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;15,6;1920;1080;117574;Windows 11 OS;b
730;814;Lenovo;LOQ 15APH8 82XT004JIN 2023 Gaming Laptop;73;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;97990;Windows 11 OS;a
731;815;MSI;Vector GP68HX 13VH-072IN Gaming Laptop;89;13th Gen Intel Core i9 13980HX;24 Cores (8P + 16E), 32 Threads;32GB;DDR5;1TB;SSD;12GB NVIDIA GeForce RTX 4080;16;2560;1600;284990;Windows 11 OS;b
732;816;MSI;Vector GP78HX 13VI-409IN Gaming Laptop;69;13th Gen Intel Core i9 13980HX;24 Cores (8P + 16E), 32 Threads;32GB;DDR5;2TB;SSD;16GB NVIDIA GeForce RTX 4090;17;2560;1600;344990;Windows 11 OS;b
733;817;HP;Omen 16-wf0111TX Gaming Laptop;77;13th Gen Intel Core i7 13700HX;16 Cores (8P + 8E), 24 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16,1;1920;1080;146599;Windows 11 OS;a
734;818;Acer;Aspire 5 A515-56G NX.AT2SI.001 Laptop;65;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;2GB NVIDIA GeForce MX450;15,6;1920;1080;44990;Windows 11 OS;a
735;819;Lenovo;IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop;67;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1080;57990;Windows 11 OS;a
736;820;HP;Omen 16-xf0059AX Gaming Laptop;73;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;16;1920;1080;128599;Windows 11 OS;a
737;821;Asus;Vivobook Go 15 E510MA-EJ001W Laptop;69;intel Celeron  N4020;Dual Core, 2 Threads;4GB;DDR4;256GB;SSD;Integrated Intel UHD Graphics;15,6;1920;1080;21990;Windows 11 OS;a
738;822;HP;Omen 16-wf0055TX Gaming Laptop;77;13th Gen Intel Core i7 13700HX;16 Cores (8P + 8E), 24 Threads;16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;16,1;1920;1080;151990;Windows 11 OS;a
739;823;Infinix;INBook X2 Plus Laptop;62;11th Gen Intel Core i7 1195G7;Quad Core, 8 Threads;16GB;LPDDR4X;1TB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;52990;Windows 11 OS;a
740;824;Lenovo;ThinkBook 14s Yoga 20WEA00WIH Laptop;75;11th Gen Intel Core i5 1155G7;Quad Core, 8 Threads;16GB;DDR4;1TB;SSD;Intel Integrated;14;1920;1080;119888;Windows 10 OS;a
741;825;HP;255 G8 Laptop;69;3rd Gen AMD Athlon  3050U;Dual Core, 2 Threads;4GB;DDR4;256GB;SSD;AMD Integrated;15,6;1920;1080;22990;Windows 11 OS;a
742;826;Lenovo;Yoga 6 83B2006BIN Laptop;67;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;LPDDR4X;512GB;SSD;AMD Radeon Graphics;13,3;1920;1200;76888;Windows 11 OS;a
743;827;Dell;XPS 15 9530 Laptop;85;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA RTX 4050;15,6;3456;2160;256990;Windows 11 OS;a
744;828;Dell;Inspiron 5330 Laptop;60;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;13,3;2560;1600;83090;Windows 11 OS;a
745;829;Dell;Inspiron 5518 D560667WIN9S Laptop;65;11th Gen Intel Core i5 11320H;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;2GB NVIDIA GeForce MX450;15,6;1920;1080;67999;Windows 11 OS;a
746;830;Acer;Nitro 5 AN515-58 NH.QFHSI.007 Gaming Laptop;72;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;96256;Windows 11 OS;a
747;831;MSI;Prestige 14 Evo B12M-472IN Laptop;63;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;14;1920;1080;77990;Windows 11 OS;a
749;834;Dell;Alienware X16 R1 2023 Gaming Laptop;85;13th Gen Intel Core i9 13900HX;24 Cores (8P + 16E), 32 Threads;32GB;DDR5;1TB;SSD;12GB NVIDIA GeForce RTX 4080;16;3200;1800;323290;Windows 11 OS;a
750;835;Dell;Inspiron 5425 Laptop;65;5th Gen AMD Ryzen 7 5825U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Radeon;14;1920;1080;67990;Windows 11 OS;a
751;836;MSI;Prestige 13 Evo B12M-085IN Laptop;65;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;8GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;13,3;1920;1200;82990;Windows 11 OS;b
752;837;Dell;Alienware m16 2023 Gaming Laptop;80;7th Gen Amd Ryzen 7 7745HX;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GEFORCE RTX 4060;16;1920;1200;199990;Windows 11 OS;a
753;838;Gigabyte;Aero 16 XE5 OLED Laptop;77;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 3070Ti;16;3840;2400;189999;Windows 11  OS;b
754;839;Lenovo;Yoga 6 83B2005TIN Laptop;69;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon;13,3;1920;1200;73990;Windows 11 OS;d
755;840;Asus;Vivobook Pro 15 M6500QC-LK542WS Laptop;70;5th Gen AMD Ryzen 5  5600H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;67990;Windows 11 OS;a
756;841;Asus;ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop;82;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;1TB;SSD;6GB NVIDIA GeForce RTX 4050;16;2560;1600;142990;Windows 11 OS;a
757;842;Lenovo;IdeaPad Flex 5 82R900D9IN Laptop;72;5th Gen AMD Ryzen 7 5700U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon;14;1920;1200;64990;Windows 11 OS;a
758;843;Asus;Vivobook 16X 2023 K3605ZF-MBN741WS Laptop;75;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;16;1920;1200;84800;Windows 11 OS;a
760;845;Lenovo;IdeaPad Flex 5 82XX007KIN Laptop;69;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;LPDDR4X;512GB;SSD;AMD Radeon AMD;14;1920;1200;64990;Windows 11 OS;a
761;846;Acer;Nitro 16 ?AN16-41 Gaming Laptop;80;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;16;1920;1200;129990;Windows 11 OS;a
762;847;Acer;Nitro 16 ?AN16-41 2023 Gaming Laptop;78;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;8GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;16;1920;1200;114990;Windows 11 OS;a
763;848;Acer;Aspire 5 2023 A515-58M Gaming Laptop;69;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;8GB;LPDDR5;512GB;SSD;4GB NVIDIA GeForce RTX2050;15,6;1920;1080;80000;Windows 11 OS;a
764;849;Acer;Aspire 5 15 A515-58M Gaming Laptop;60;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;4GB NVIDIA GeForce RTX2050;15,6;1920;1080;54990;Windows 11 OS;a
765;850;LG;Gram 14 2023 ??14Z90R-G.CH54A2 Laptop;67;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1200;1920;98999;Windows 11 OS;a
766;851;Dell;Latitude 5420 Business Laptop;62;10th Gen Intel Core i5 10310U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1920;1080;69990;Windows 10  OS;a
767;852;Asus;Vivobook Pro 15 M6500QC-LK742WS Laptop;72;5th Gen AMD Ryzen 7 5800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;76990;Windows 11 OS;a
768;853;Fujitsu;UH-X ?4ZR1L12857 Laptop;66;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;74990;Windows 11 OS;b
769;854;Fujitsu;UH-X ?4ZR1L12856 Laptop;73;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;89990;Windows 11 OS;b
770;855;HP;15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home);69;Intel Pentium Silver   N6000 ;Quad Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD Graphics;15,6;1366;768;29999;Windows 11  OS;a
771;856;HP;ZBook Firefly 16 G9 2023 Workstation Laptop;67;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR5;512GB;SSD;4GB NVIDIA RTX A500 ;16;1920;1200;97705;Windows 11 OS;a
772;857;HP;ZBook Studio G9 16 Workstation WQUXGA Laptop;89;12th Gen Intel Core i9 12900H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 3060;16;3840;2400;240707;Windows 11 OS;a
773;858;HP;ZBook Studio G9 WUXGA Workstation Laptop;83;12th Gen Intel Core i7 12700H ;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 3070 Ti ;16;1920;1200;234990;Windows 11 OS;a
774;859;HP;ZBook Studio G9 16 WUXGA Workstation Laptop;80;12th Gen Intel Core i7 12700H ;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 3060;16;1920;1200;209990;Windows 11 OS;a
775;860;HP;ZBook Studio G9 2023 Workstation WQUXGA Laptop;69;12th Gen Intel Core i9 12900H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;12GB NVIDIA GeForce RTX 3080 Ti;16;3840;2400;390914;Windows 11 OS;a
776;861;HP;ZBook Studio G9 Workstation WQUXGA Laptop;84;12th Gen Intel Core i7 12700H ;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 3060;16;3840;2400;172588;Windows 11 OS;a
778;863;HP;ZBook Studio G9 Workstation Laptop;86;12th Gen Intel Core i7 12700H ;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 3070 Ti ;16;3840;2400;254657;Windows 11 OS;a
779;864;LG;gram360 16 Laptop;78;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics ;16;1600;2560;152499;Windows 11 OS;a
780;865;Lenovo;IdeaPad 1 82V6005CIN Laptop;69;Intel Celeron  N4020 ;Dual Core, 2 Threads;4GB;DDR4;256GB;SSD;Intel UHD Graphics 600;11,6;1366;768;23990;Windows 11 OS;a
781;866;Asus;ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop;71;6th Gen AMD Ryzen 7  7735HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 3050 ;14;2560;1600;119990;Windows 11 OS;a
782;867;LG;UltraPC 16 ?16U70R-G.AH56A2 Laptop;72;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon 7 Graphics;16;1920;1200;78299;Windows 11 OS;a
784;869;LG;Gram 14 2023 ?14Z90R-G.CH75A2 Laptop;69;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1200;1920;115990;Windows 11 OS;a
785;870;Asus;Vivobook 15 2023 X1504VA-NJ544WS Laptop;65;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Integrated Intel Iris Xe Graphics;15,6;1920;1080;61990;Windows 11 OS;a
786;871;HP;255 G8 6E3Z0PA Laptop;69;3rd Gen AMD Ryzen 3  3250U;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1366;768;26999;DOS OS;a
787;872;HP;Omen 16-wd0990TX Gaming Laptop;73;13th Gen Intel Core i5 13420H;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;16,1;2560;1440;103099;Windows 11 OS;a
788;873;Infinix;Zerobook 13 ZL513 2023 Laptop;63;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;32GB;LPDDR5X;1TB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;64990;Windows 11 OS;a
789;874;Lenovo;S14 Gen 3 82TW001CIH Laptop;62;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1920;1080;47990;Windows 11 OS;b
790;875;Lenovo;IdeaPad 1 14IGL7 82V6005EIN Laptop;69;4th Gen Intel Celeron N4020;Dual Core, 2 Threads;8GB;DDR4;256GB;SSD;Intel Integrated UHD;14;1366;768;24990;Windows 10 OS;a
791;876;Lenovo;ThinkPad T14 Gen 2 20W0S16Q00 Laptop;69;11th Gen Intel Core i7 1165G7 ;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;2GB NVIDIA GeForce MX450;14;1920;1080;130800;Windows 11 OS;a
792;877;MSI;Thin GF63 11SC-1462IN Gaming Laptop;71;11th Gen Intel Core i7 11800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;57990;Windows 11 OS;b
793;878;Lenovo;ThinkBook 15 21JF002CIN Laptop;69;7th Gen AMD Ryzen 3 7330U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;38500;DOS OS;a
794;879;MSI;Thin GF63 11SC-1477IN Gaming Laptop;67;11th Gen Intel Core i5 11260H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;47990;Windows 11 OS;b
795;880;Lenovo;ThinkPad E14 21JRS00Y00 Laptop;60;7th Gen AMD Ryzen 3 7330U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1200;44990;Windows 11 OS;a
796;881;MSI;Katana GF66 12UCOK 2023 Gaming Laptop;65;12th Gen Intel Core i5 12450H ;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;69990;Windows 11 OS;b
797;882;Asus;Vivobook 15 2023 X1504VA-NJ543WS Laptop;64;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Integrated Intel Iris Xe Graphics;15,6;1920;1080;61990;Windows 11 OS;a
798;883;Asus;Vivobook 16X 2023 K3605ZU-MB541WS Laptop;75;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA Geforce RTX 4050;16;1920;1200;89990;Windows 11 OS;a
799;884;Asus;Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop;60;13th Gen ?Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Integrated Intel Iris Xe Graphics;15,6;1920;1080;65990;Windows 11 OS;a
800;885;Lenovo;ThinkPad E14 21JRS00T00 Laptop;62;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1200;58990;Windows 11 OS;a
801;886;HP;Envy x360 15-fe0028TU Laptop;66;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;94990;Windows 11 OS;a
802;887;HP;Envy x360 15-fh0019AU Laptop;70;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;86490;Windows 11 OS;a
803;888;HP;Envy x360 15-fh0015AU Laptop;66;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;77490;Windows 11 OS;a
804;889;HP;Envy x360 15-fh0016AU Laptop;66;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;85490;Windows 11 OS;a
805;890;Lenovo;IdeaPad Slim 3 2023 82X70033IN Laptop;69;13th Gen Intel Core i3 1305U;5 Cores (1P + 4E), 6 Threads;8GB;LPDDR5;512GB;SSD;Integrated Intel UHD Graphics;15,6;1920;1080;44000;Windows 11 OS;a
806;891;HP;14-em0027AU Laptop;60;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;51990;Windows 11 OS;a
807;892;Dell;Vostro 15 3510 Laptop;60;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;1TB;Hard-Disk;Intel UHD Graphics;15,6;1920;1080;37990;Windows 11 OS;a
808;893;HP;14-em0025AU Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;34990;Windows 11 OS;a
809;894;Lenovo;ThinkPad E14 21JRS00U00 Laptop;64;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1080;57799;Windows 11 OS;a
810;895;Lenovo;Thinkpad E15 21E6S05B00 Laptop;67;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;65990;Windows 11 OS;a
811;896;Lenovo;Thinkbook 15 21DJ00EXIH Laptop;66;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Iris Xe Graphics;15,6;1920;1080;53990;Windows 11 OS;a
812;897;Lenovo;IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop;67;5th Gen AMD Ryzen 5  5600H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;49990;Windows 11 OS;a
813;898;MSI;Stealth 15 A13VF-074IN Gaming Laptop;79;13th Gen Intel Core i7 13620H;10 Cores (6P + 4E), 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;15,6;2560;1440;171990;Windows 11 OS;b
814;899;HP;14-gr0000TU Laptop;69;13th Gen Intel Core i3 1315U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1920;1080;44990;Windows 11 OS;a
815;900;HP;Envy 15-fe0032TU Laptop;70;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris X Graphics;15,6;1920;1080;115990;Windows 11 OS;a
816;901;HP;14-hr0000AU Laptop;60;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;50990;Windows 11 OS;a
817;902;HP;Envy 15-fe0030TU Laptop;69;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris X Graphics;15,6;1920;1080;109990;Windows 11 OS;a
818;903;Acer;One 14 Z2-493 Laptop;69;3rd Gen AMD Ryzen 5 3500U;Quad Core, 8 Threads;8GB;DDR4;256GB;SSD;AMD Radeon Graphics;14;1366;768;29990;Windows 11 OS;a
819;904;Asus;ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop;83;7th Gen AMD Ryzen 9 7940HS;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 4050;14;2560;1600;163999;Windows 11 OS;a
820;905;Asus;TUF Gaming F15 FX506HF-HN026W Gaming Laptop;71;11th Gen Intel Core i5 11400H ;Hexa Core, 12 Threads;8GB;DDR4;1TB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;58990;Windows 11 OS;a
821;906;Dell;Inspiron 5430 2023 Laptop;69;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;83990;Windows 11 OS;a
822;907;Dell;Inspiron 3525 Laptop;63;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Radeon Graphics;15,6;1920;1080;43890;Windows 11 OS;a
823;908;Ninkear;A16 Gaming Laptop;76;7th Gen AMD Ryzen 7 7735HS;Octa Core, 16 Threads;32GB;DDR5;2TB;SSD;AMD Radeon 680M;16;2560;1600;79999;Windows 11 OS;a
824;909;Lenovo;IdeaPad 3 15ITL05 81X800N2IN Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;35490;Windows 11 OS;a
825;910;HP;Zbook Power G4-A ZHAN 99 Laptop;77;6th Gen AMD Ryzen 7 6800H;Octa Core, 16 Threads;32GB;DDR5;1TB;SSD;4GB NVIDIA Quadro T600;15,6;1920;1080;137890;Windows 11 OS;a
826;911;Dell;Inspiron 7420 2in1 Laptop;67;12th Gen Intel Core i7 1255U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;94990;Windows 11 OS;a
827;912;Lenovo;IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop;70;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;67990;Windows 11 OS;a
